phase	token_index_in_phase	global_token_index	token_id	token_piece	entropy_all	entropy_softmax	entropy_deltanet	E48_W_all	E48_S_all	E48_Q_all	E48_rankW_all	E48_rankS_all	E48_W_softmax	E48_S_softmax	E48_Q_softmax	E48_rankW_softmax	E48_rankS_softmax	E48_W_deltanet	E48_S_deltanet	E48_Q_deltanet	E48_rankW_deltanet	E48_rankS_deltanet	top1_expert	top1_W	top1_S	top1_Q	top2_expert	top2_W	top2_S	top2_Q	top3_expert	top3_W	top3_S	top3_Q	top4_expert	top4_W	top4_S	top4_Q	top5_expert	top5_W	top5_S	top5_Q	top6_expert	top6_W	top6_S	top6_Q	top7_expert	top7_W	top7_S	top7_Q	top8_expert	top8_W	top8_S	top8_Q
prefill	23	23	10885	 tokens	0.95831461	0.95069157	0.96085563	0.00767975	0.08333333	0.09215699	36	5	0.00957952	0.08333333	0.11495427	46	14	0.00704649	0.08333333	0.08455790	49	5	151	0.01406177	0.08333333	0.16874128	23	0.01318993	0.10416667	0.12662333	47	0.01245514	0.10416667	0.11956936	62	0.01218213	0.08333333	0.14618551	54	0.01164236	0.06250000	0.18627773	244	0.01148503	0.06250000	0.18376054	196	0.01146539	0.08333333	0.13758470	113	0.01142996	0.06250000	0.18287933
prefill	24	24	11	,	0.93833956	0.95379141	0.93318894	0.00614243	0.04166667	0.14741829	63	56	0.00000000	0.00000000		107	107	0.00818990	0.05555556	0.14741829	38	33	1	0.02155460	0.12500000	0.17243677	108	0.02049539	0.08333333	0.24594465	225	0.01624607	0.06250000	0.25993719	157	0.01427177	0.06250000	0.22834829	5	0.01212354	0.12500000	0.09698831	248	0.01205123	0.04166667	0.28922940	49	0.01111854	0.10416667	0.10673800	52	0.01105433	0.06250000	0.17686933
prefill	25	25	23221	 beneath	0.94325723	0.94963114	0.94113260	0.00729289	0.06250000	0.11668631	34	22	0.00609527	0.08333333	0.07314319	74	18	0.00769210	0.05555556	0.13845787	46	34	11	0.02354542	0.12500000	0.18836333	2	0.01785832	0.06250000	0.28573313	231	0.01708366	0.04166667	0.41000776	4	0.01488387	0.10416667	0.14288516	34	0.01480041	0.12500000	0.11840327	24	0.01474509	0.08333333	0.17694110	13	0.01329243	0.10416667	0.12760733	155	0.01315240	0.06250000	0.21043840
prefill	26	26	279	 the	0.94428302	0.94510821	0.94400795	0.00596939	0.06250000	0.09551029	59	28	0.01839200	0.16666667	0.11035202	14	2	0.00182852	0.02777778	0.06582683	171	112	215	0.01877415	0.04166667	0.45057961	216	0.01607138	0.06250000	0.25714211	24	0.01440924	0.10416667	0.13832871	59	0.01426373	0.10416667	0.13693183	253	0.01273887	0.02083333	0.61146598	108	0.01260363	0.10416667	0.12099485	166	0.01248277	0.10416667	0.11983458	5	0.01161508	0.06250000	0.18584124
prefill	27	27	8282	 topic	0.95497068	0.96731803	0.95085490	0.00315785	0.02083333	0.15157688	135	178	0.00000000	0.00000000		103	103	0.00421047	0.02777778	0.15157688	99	94	49	0.02309598	0.14583333	0.15837242	140	0.01478346	0.06250000	0.23653531	15	0.01441658	0.10416667	0.13839918	210	0.01322463	0.08333333	0.15869556	58	0.01319552	0.06250000	0.21112835	54	0.01317385	0.06250000	0.21078159	251	0.01287899	0.06250000	0.20606391	17	0.01216355	0.10416667	0.11677008
prefill	28	28	11	,	0.94057105	0.96035766	0.93397551	0.00422678	0.04166667	0.10144266	100	100	0.00000000	0.00000000		105	105	0.00563570	0.05555556	0.10144266	69	27	108	0.02396764	0.10416667	0.23008931	1	0.01869905	0.12500000	0.14959244	248	0.01560704	0.04166667	0.37456886	11	0.01481739	0.08333333	0.17780868	225	0.01477229	0.06250000	0.23635671	49	0.01475909	0.08333333	0.17710903	52	0.01209690	0.12500000	0.09677524	157	0.01205910	0.04166667	0.28941833
prefill	29	29	23221	 beneath	0.95166610	0.95951862	0.94904859	0.00865572	0.06250000	0.13849159	31	26	0.00000000	0.00000000		105	105	0.01154097	0.08333333	0.13849159	16	13	11	0.02467518	0.12500000	0.19740148	2	0.01751953	0.06250000	0.28031254	5	0.01730468	0.12500000	0.13843747	22	0.01521338	0.12500000	0.12170705	231	0.01511654	0.04166667	0.36279688	4	0.01429644	0.06250000	0.22874306	13	0.01357820	0.10416667	0.13035073	225	0.01344140	0.10416667	0.12903748
prefill	30	30	279	 the	0.94960067	0.96238097	0.94534056	0.00457912	0.04166667	0.10989876	89	52	0.01320932	0.08333333	0.15851180	21	17	0.00170238	0.02777778	0.06128572	170	115	216	0.01611176	0.08333333	0.19334116	215	0.01550431	0.04166667	0.37210351	253	0.01387258	0.02083333	0.66588389	205	0.01180808	0.08333333	0.14169698	77	0.01179620	0.08333333	0.14155440	24	0.01136618	0.08333333	0.13639418	7	0.01132295	0.06250000	0.18116714	4	0.01109522	0.06250000	0.17752346
prefill	31	31	4906	 performance	0.96041800	0.95991078	0.96058707	0.00429502	0.04166667	0.10308045	111	54	0.00607005	0.08333333	0.07284057	75	28	0.00370334	0.02777778	0.13332032	116	113	49	0.01645347	0.14583333	0.11282377	10	0.01477979	0.06250000	0.23647668	43	0.01265065	0.06250000	0.20241037	251	0.01210736	0.06250000	0.19371768	190	0.01208457	0.10416667	0.11601188	240	0.01049951	0.06250000	0.16799215	50	0.01045067	0.08333333	0.12540799	218	0.01027906	0.06250000	0.16446490
prefill	32	32	314	 of	0.95347062	0.95774605	0.95204548	0.00198473	0.02083333	0.09526720	170	126	0.00000000	0.00000000		93	93	0.00264631	0.02777778	0.09526720	139	105	116	0.01787156	0.08333333	0.21445866	224	0.01339920	0.10416667	0.12863228	197	0.01312170	0.04166667	0.31492068	11	0.01233163	0.06250000	0.19730606	98	0.01210424	0.08333333	0.14525082	108	0.01188159	0.08333333	0.14257912	207	0.01180551	0.06250000	0.18888819	203	0.01172305	0.08333333	0.14067658
prefill	33	33	34579	 answering	0.92995848	0.92766990	0.93072133	0.00330192	0.02083333	0.15849236	129	127	0.00000000	0.00000000		89	89	0.00440257	0.02777778	0.15849236	98	118	229	0.02192569	0.08333333	0.26310826	231	0.02031612	0.10416667	0.19503478	36	0.01739485	0.04166667	0.41747636	69	0.01667995	0.06250000	0.26687918	140	0.01640985	0.12500000	0.13127882	190	0.01376288	0.12500000	0.11010306	49	0.01314395	0.12500000	0.10515163	104	0.01273906	0.10416667	0.12229497
prefill	34	34	13	.	0.92004849	0.93469240	0.91516719	0.00181532	0.02083333	0.08713517	162	125	0.00000000	0.00000000		105	105	0.00242042	0.02777778	0.08713517	131	116	0	0.03523556	0.22916667	0.15375517	30	0.02294111	0.10416667	0.22023468	80	0.01555591	0.04166667	0.37334187	52	0.01544552	0.04166667	0.37069255	49	0.01474711	0.10416667	0.14157228	11	0.01433693	0.10416667	0.13763455	174	0.01366703	0.02083333	0.65601755	222	0.01353786	0.04166667	0.32490862
prefill	35	35	357	 A	0.95262072	0.95594225	0.95151354	0.00197087	0.02083333	0.09460190	165	110	0.00000000	0.00000000		105	105	0.00262783	0.02777778	0.09460190	137	106	12	0.02039327	0.14583333	0.13983959	4	0.01867150	0.18750000	0.09958136	20	0.01631023	0.08333333	0.19572274	35	0.01611907	0.12500000	0.12895258	15	0.01602410	0.10416667	0.15383135	23	0.01531885	0.10416667	0.14706092	133	0.01503692	0.08333333	0.18044299	168	0.01490517	0.08333333	0.17886200
prefill	36	36	3238	 low	0.95241742	0.95530404	0.95145521	0.01285366	0.08333333	0.15424388	3	7	0.01447808	0.08333333	0.17373702	25	17	0.01231218	0.08333333	0.14774617	9	8	17	0.01861495	0.08333333	0.22337937	33	0.01766235	0.12500000	0.14129877	48	0.01285366	0.08333333	0.15424388	7	0.01248257	0.06250000	0.19972119	77	0.01228890	0.06250000	0.19662238	5	0.01193099	0.06250000	0.19089592	12	0.01176372	0.10416667	0.11293176	203	0.01101936	0.10416667	0.10578582
prefill	37	37	23271	 steady	0.90322429	0.88639253	0.90883487	0.00721067	0.08333333	0.08652805	45	14	0.00986267	0.08333333	0.11835203	34	28	0.00632667	0.08333333	0.07592006	61	29	65	0.02488013	0.06250000	0.39808205	39	0.02096661	0.12500000	0.16773287	17	0.01648680	0.08333333	0.19784156	90	0.01589035	0.10416667	0.15254736	185	0.01553515	0.06250000	0.24856241	203	0.01507737	0.10416667	0.14474272	216	0.01500219	0.06250000	0.24003501	136	0.01459220	0.08333333	0.17510642
prefill	38	38	8028	 signal	0.94100464	0.97330631	0.93023742	0.01159016	0.06250000	0.18544262	11	16	0.02726632	0.08333333	0.32719583	1	20	0.00636478	0.05555556	0.11456601	59	60	58	0.02294166	0.14583333	0.15731426	89	0.01584443	0.02083333	0.76053277	113	0.01534650	0.10416667	0.14732640	244	0.01428980	0.06250000	0.22863675	169	0.01376038	0.04166667	0.33024906	39	0.01370589	0.10416667	0.13157652	1	0.01310520	0.06250000	0.20968322	106	0.01233182	0.06250000	0.19730916
prefill	39	39	421	 that	0.94022867	0.93742815	0.94116217	0.00268473	0.02083333	0.12886701	147	168	0.00000000	0.00000000		105	105	0.00357964	0.02777778	0.12886701	113	116	248	0.02000128	0.06250000	0.32002043	1	0.01884115	0.08333333	0.22609374	172	0.01463941	0.12500000	0.11711525	7	0.01390409	0.04166667	0.33369810	67	0.01387890	0.14583333	0.09516962	94	0.01265194	0.06250000	0.20243110	59	0.01254762	0.08333333	0.15057140	5	0.01207105	0.06250000	0.19313676
prefill	40	40	3070	 doesn	0.94441160	0.95637117	0.94042507	0.00324030	0.02083333	0.15553419	128	163	0.00000000	0.00000000		105	105	0.00432039	0.02777778	0.15553419	101	120	1	0.02005537	0.08333333	0.24066448	144	0.01593165	0.06250000	0.25490635	82	0.01566578	0.06250000	0.25065253	252	0.01446419	0.10416667	0.13885623	78	0.01441252	0.06250000	0.23060024	176	0.01428993	0.06250000	0.22863892	75	0.01413273	0.10416667	0.13567419	67	0.01394471	0.10416667	0.13386918
prefill	41	41	914	't	0.93921077	0.94236400	0.93815970	0.00559489	0.04166667	0.13427726	61	49	0.01692749	0.08333333	0.20312990	19	26	0.00181735	0.02777778	0.06542462	167	94	166	0.01829437	0.14583333	0.12544708	9	0.01781545	0.10416667	0.17102829	216	0.01772866	0.10416667	0.17019512	49	0.01694008	0.12500000	0.13552066	215	0.01652035	0.08333333	0.19824423	144	0.01455901	0.02083333	0.69883244	173	0.01451884	0.10416667	0.13938084	20	0.01384367	0.08333333	0.16612399
prefill	42	42	12904	 vary	0.96082026	0.97236970	0.95697045	0.01427745	0.08333333	0.17132942	4	13	0.00960112	0.08333333	0.11521340	46	17	0.01583623	0.08333333	0.19003476	3	13	140	0.01723681	0.12500000	0.13789447	39	0.01495836	0.10416667	0.14360022	59	0.01445866	0.08333333	0.17350397	48	0.01427745	0.08333333	0.17132942	68	0.01394499	0.10416667	0.13387195	127	0.01321252	0.10416667	0.12684020	177	0.01271239	0.08333333	0.15254865	1	0.01227501	0.08333333	0.14730009
prefill	43	43	440	 with	0.94888978	0.95584116	0.94657265	0.00223002	0.02083333	0.10704083	155	168	0.00000000	0.00000000		105	105	0.00297336	0.02777778	0.10704083	126	113	50	0.02019067	0.08333333	0.24228799	163	0.01885523	0.10416667	0.18101022	5	0.01773419	0.10416667	0.17024824	252	0.01566006	0.10416667	0.15033657	49	0.01386577	0.08333333	0.16638922	100	0.01346369	0.08333333	0.16156424	42	0.01337263	0.06250000	0.21396200	11	0.01218244	0.08333333	0.14618926
prefill	44	44	1092	 what	0.95581364	0.96187798	0.95379219	0.00261081	0.02083333	0.12531867	145	179	0.00000000	0.00000000		105	105	0.00348107	0.02777778	0.12531867	113	109	5	0.02065717	0.10416667	0.19830885	28	0.01567806	0.06250000	0.25084891	72	0.01554513	0.10416667	0.14923326	20	0.01504671	0.12500000	0.12037365	99	0.01321749	0.08333333	0.15860993	58	0.01261594	0.10416667	0.12111298	49	0.01216734	0.06250000	0.19467739	74	0.01202462	0.08333333	0.14429543
prefill	45	45	488	 you	0.95956741	0.94617585	0.96403126	0.01070085	0.06250000	0.17121363	18	30	0.00980675	0.08333333	0.11768101	37	18	0.01099889	0.05555556	0.19797994	16	24	139	0.01651273	0.10416667	0.15852221	73	0.01605844	0.08333333	0.19270122	59	0.01581100	0.10416667	0.15178559	177	0.01450572	0.06250000	0.23209153	182	0.01361639	0.10416667	0.13071733	37	0.01332819	0.08333333	0.15993830	82	0.01275947	0.08333333	0.15311368	109	0.01236919	0.06250000	0.19790710
prefill	46	46	2224	're	0.96167192	0.96637520	0.96010416	0.00837761	0.04166667	0.20106260	29	55	0.00000000	0.00000000		105	105	0.01117014	0.05555556	0.20106260	19	59	151	0.01532456	0.10416667	0.14711581	5	0.01488557	0.08333333	0.17862690	112	0.01415509	0.08333333	0.16986112	154	0.01350064	0.08333333	0.16200765	190	0.01343773	0.08333333	0.16125275	173	0.01342249	0.08333333	0.16106989	67	0.01337210	0.08333333	0.16046516	35	0.01236807	0.10416667	0.11873349
prefill	47	47	4439	 asked	0.95850826	0.96032041	0.95790422	0.00913014	0.06250000	0.14608225	19	26	0.00577469	0.08333333	0.06929625	78	18	0.01024862	0.05555556	0.18447525	18	56	68	0.02170830	0.12500000	0.17366640	196	0.01909889	0.12500000	0.15279116	173	0.01540288	0.10416667	0.14786763	42	0.01370500	0.06250000	0.21927998	28	0.01367229	0.10416667	0.13125402	224	0.01338944	0.10416667	0.12853864	39	0.01244610	0.08333333	0.14935323	231	0.01221356	0.06250000	0.19541690
prefill	48	48	13	.	0.93279921	0.93860239	0.93086482	0.00230350	0.02083333	0.11056814	157	166	0.00000000	0.00000000		105	105	0.00307134	0.02777778	0.11056814	121	115	0	0.03311917	0.20833333	0.15897200	30	0.01902852	0.06250000	0.30445635	80	0.01885405	0.06250000	0.30166476	52	0.01606564	0.06250000	0.25705028	15	0.01414023	0.10416667	0.13574621	13	0.01370416	0.10416667	0.13155992	140	0.01272725	0.06250000	0.20363595	1	0.01227023	0.10416667	0.11779423
prefill	49	49	4188	 Some	0.94416613	0.95073745	0.94197569	0.00354653	0.04166667	0.08511673	118	63	0.00604932	0.08333333	0.07259180	73	22	0.00271227	0.02777778	0.09764166	135	118	117	0.01748987	0.06250000	0.27983786	21	0.01603055	0.08333333	0.19236657	12	0.01534953	0.10416667	0.14735548	1	0.01390274	0.04166667	0.33366584	91	0.01323524	0.08333333	0.15882289	225	0.01261323	0.08333333	0.15135875	34	0.01254602	0.10416667	0.12044176	211	0.01250291	0.06250000	0.20004654
prefill	50	50	5757	 systems	0.94693887	0.95347914	0.94475878	0.00306553	0.04166667	0.07357280	128	99	0.00882568	0.08333333	0.10590814	50	28	0.00114548	0.02777778	0.04123745	169	112	33	0.01590104	0.12500000	0.12720833	194	0.01369510	0.04166667	0.32868239	78	0.01355044	0.06250000	0.21680705	50	0.01314685	0.04166667	0.31552441	151	0.01270359	0.08333333	0.15244304	34	0.01255407	0.10416667	0.12051907	216	0.01245668	0.06250000	0.19930682	141	0.01217475	0.06250000	0.19479604
prefill	51	51	11	,	0.94622945	0.96166626	0.94108384	0.00000000	0.00000000		223	223	0.00000000	0.00000000		106	106	0.00000000	0.00000000		188	188	1	0.01905518	0.14583333	0.13066407	108	0.01884785	0.08333333	0.22617420	160	0.01289010	0.04166667	0.30936236	225	0.01163002	0.04166667	0.27912041	7	0.01135952	0.06250000	0.18175227	138	0.01123163	0.08333333	0.13477957	3	0.01116114	0.06250000	0.17857824	169	0.01114074	0.04166667	0.26737781
