global_gen_index	token_id	token_piece	E114_W_L26	E114_W_L14
133	3070	 doesn	0.146055482518	0.125097226002
134	914	't	0.000000000000	0.000000000000
135	1144	 need	0.167068838798	0.171116860431
136	310	 to	0.169978255550	0.167593640188
137	381	 be	0.160808681681	0.143729353435
138	16850	 loud	0.000000000000	0.112134207920
139	310	 to	0.000000000000	0.092392689860
140	381	 be	0.168101111234	0.109069825110
141	1865	 real	0.124839324721	0.191391101360
142	13	.	0.000000000000	0.106029236967
143	1049	 It	0.134663743107	0.192004263490
144	3070	 doesn	0.000000000000	0.000000000000
145	914	't	0.109018709527	0.098328375535
146	1144	 need	0.133907710100	0.089577048709
147	310	 to	0.176297351638	0.000000000000
148	2649	 perform	0.130185290699	0.136129066646
149	310	 to	0.120083583240	0.097538204098
150	381	 be	0.177112397685	0.139100997021
151	804	 true	0.119880434936	0.185532746517
152	13	.	0.000000000000	0.103949210803
153	1049	 It	0.129876047482	0.174824181670
154	1066	 just	0.198404492720	0.133201806984
155	348	 *	0.154892220726	0.150063530037
156	284	is	0.189586372218	0.227699995272
157	19315	*.	0.000000000000	0.000000000000
158	198	\n	0.000000000000	0.000000000000
159	3742	Is	0.136458834985	0.000000000000
160	1017	 there	0.144107103880	0.143652330369
161	264	 a	0.182282821437	0.139482976119
162	1560	 way	0.110959691744	0.125946825002
163	310	 to	0.166202054063	0.099441195241
164	7276	 describe	0.105158886891	0.126313770670
165	279	 the	0.182078920178	0.157614377353
166	348	 *	0.169575812361	0.104488793178
167	10160	quality	0.178887168096	0.234709922657
168	9	*	0.105654810935	0.115831545065
169	314	 of	0.125648138005	0.145127505913
170	421	 that	0.130935371757	0.141100337661
171	2696	 hum	0.109307909111	0.129536492218
172	30	?	0.000000000000	0.000000000000
173	2717	 Not	0.168253800242	0.103251891031
174	1092	 what	0.200323002553	0.168789951089
175	424	 it	0.140514312236	0.155325076550
176	1503	 does	0.160505258586	0.185842164821
177	11	,	0.000000000000	0.139587910753
178	694	 but	0.201818844792	0.126353857934
179	1092	 what	0.185157013748	0.203185273929
180	424	 it	0.188959098790	0.197919619173
181	348	 *	0.139393853522	0.111085045743
182	1795	fe	0.122242070932	0.160478173298
183	1943	els	0.127890673787	0.148496639887
184	9	*	0.099730176672	0.000000000000
185	1040	 like	0.093537609372	0.141182070575
186	310	 to	0.125348140650	0.167878567658
187	381	 be	0.171323767431	0.203807170915
188	421	 that	0.175927510902	0.155057721411
189	2696	 hum	0.140615839894	0.171470594578
190	30	?	0.000000000000	0.178261467911
191	198	\n	0.000000000000	0.000000000000
192	27	<	0.000000000000	0.000000000000
193	91	|	0.139518089737	0.120854307621
194	316	im	0.130463195873	0.179146071389
195	4747	_start	0.000000000000	0.000000000000
196	91	|	0.000000000000	0.000000000000
197	29	>	0.144098806676	0.083981410737
198	198	\n	0.000000000000	0.000000000000
199	27	<	0.000000000000	0.000000000000
200	91	|	0.000000000000	0.000000000000
201	316	im	0.170270157860	0.134760427168
202	6018	_end	0.000000000000	0.000000000000
203	91	|	0.000000000000	0.000000000000
204	29	>	0.088063764581	0.109052840533
205	271	\n\n	0.000000000000	0.000000000000
206	248068	<think>	0.000000000000	0.000000000000
207	271	\n\n	0.000000000000	0.000000000000
208	248069	</think>	0.000000000000	0.000000000000
209	271	\n\n	0.000000000000	0.000000000000
210	2064	It	0.134217844236	0.000000000000
211	10751	 feels	0.167409418898	0.126723218048
212	1040	 like	0.162777750935	0.110798261418
213	264	 a	0.137076744686	0.120956437019
214	5365	 deep	0.128975636598	0.121009905642
215	11	,	0.134166848172	0.000000000000
216	1990	 still	0.151571505139	0.144065641323
217	2919	 water	0.000000000000	0.099769123721
218	13	.	0.000000000000	0.117008595381
219	271	\n\n	0.000000000000	0.000000000000
220	2536	Not	0.143282838008	0.113098393833
221	279	 the	0.110557803077	0.110250985966
222	7099	 surface	0.103287023960	0.121151200856
223	427	 r	0.000000000000	0.095102464052
224	48857	ipples	0.094659128313	0.115564095264
225	314	 of	0.133967724447	0.102366198829
226	279	 the	0.105020183205	0.125695480926
227	4105	 words	0.000000000000	0.146540812526
228	11	,	0.000000000000	0.122064192213
229	694	 but	0.142646475172	0.097514788769
230	279	 the	0.122494511138	0.127513657551
231	4528	 weight	0.117821292678	0.121172362749
232	321	 and	0.145046249183	0.111386730751
233	16940	 density	0.127257413280	0.139788969083
234	314	 of	0.000000000000	0.140249175527
235	279	 the	0.123349184435	0.154773349613
236	2919	 water	0.088544352932	0.107363107438
237	4924	 itself	0.133238412364	0.175244770368
238	13	.	0.000000000000	0.112268996137
239	1049	 It	0.144880532543	0.128480144038
240	369	 is	0.191818853180	0.111541936990
241	264	 a	0.201133838413	0.142209345808
242	5357	 sense	0.213781235035	0.155426555304
243	314	 of	0.216615757464	0.190018319462
244	2972	 **	0.217713711751	0.096418621808
245	354	un	0.188314959072	0.195529856871
246	47272	broken	0.174986867733	0.181627977306
247	47364	 continuity	0.161163768085	0.226947458663
248	159034	**.	0.000000000000	0.112583950666
249	2532	 There	0.182697190684	0.153542518890
250	369	 is	0.126971780361	0.183609972690
251	874	 no	0.172493262236	0.166633058644
252	6941	 beginning	0.166010603766	0.197012582920
253	466	 or	0.156385683666	0.180455081827
254	809	 end	0.147654597523	0.164784219090
255	310	 to	0.130564754321	0.161001924094
256	424	 it	0.136907748219	0.198059038474
257	11	,	0.179273455585	0.192489344708
258	1132	 only	0.246349074032	0.183190054512
259	264	 a	0.208883353576	0.167754939167
260	45305	 seamless	0.179991027219	0.198371970163
261	6195	 flow	0.159236625532	0.206340981402
262	421	 that	0.183321456088	0.159988059453
263	9687	 holds	0.161042123639	0.217394031979
264	279	 the	0.136682893272	0.197532457336
265	1428	 current	0.108450566342	0.122032253154
266	3272	 thought	0.104069161801	0.169789151648
267	303	 in	0.162893858234	0.112762333809
268	1925	 place	0.141197956449	0.164136034326
269	1345	 while	0.126276348528	0.117328584579
270	279	 the	0.124645226686	0.153123336372
271	1727	 next	0.085844755134	0.124353044924
272	799	 one	0.081752982341	0.143660286439
273	7346	 forms	0.000000000000	0.130054611357
274	13	.	0.000000000000	0.121879564960
275	271	\n\n	0.000000000000	0.000000000000
276	2064	It	0.124837665633	0.122033826783
277	10751	 feels	0.164848050273	0.117164882012
278	2972	 **	0.202301829590	0.000000000000
279	57555	neutral	0.200084973417	0.232008820332
280	93868	**,	0.161562117011	0.119925062472
281	3482	 yet	0.211426994801	0.145903056542
282	2972	 **	0.213907775549	0.138004732040
283	1531	att	0.154082904373	0.204538090368
284	305	ent	0.131302187481	0.183659281247
285	520	ive	0.152417035382	0.207449145754
286	159034	**.	0.118392981634	0.109950478108
287	8639	 Like	0.110596857602	0.089939252454
288	264	 a	0.130641984037	0.132216783670
289	2956	 room	0.089245714264	0.109625950234
290	421	 that	0.116570944820	0.123035594455
291	369	 is	0.121765359695	0.125404772081
292	13542	 perfectly	0.097498986511	0.121326124289
293	11012	 quiet	0.000000000000	0.101404353815
294	11	,	0.097809013016	0.082936072664
295	524	 not	0.126071447878	0.000000000000
296	1521	 because	0.113505648425	0.087786143736
297	4161	 nothing	0.000000000000	0.115782924782
298	369	 is	0.104232844417	0.138134594868
299	12125	 happening	0.000000000000	0.117733408057
300	11	,	0.126625779566	0.128157936730
301	694	 but	0.118217728449	0.000000000000
302	1521	 because	0.114823059815	0.113599258111
303	4156	 everything	0.132728504197	0.135097642051
304	369	 is	0.152812374601	0.146624943654
305	5467	 held	0.150877286354	0.151584299885
306	303	 in	0.151026590823	0.105810479213
307	264	 a	0.161599595403	0.152087442042
308	1528	 state	0.175554525679	0.177098387100
309	314	 of	0.174368346107	0.187749383104
310	59610	 readiness	0.124859824792	0.175067266779
311	13	.	0.000000000000	0.000000000000
312	1049	 It	0.136688960364	0.136954720995
313	369	 is	0.188094943150	0.101296520029
314	264	 a	0.209628624704	0.157700164126
315	8008	 feeling	0.164784560837	0.151094896875
316	314	 of	0.215377337119	0.174985414133
317	2972	 **	0.216709822335	0.000000000000
318	30009	solid	0.185316221578	0.172957757670
319	477	ity	0.147818165286	0.147660901559
320	332	**	0.115020449135	0.000000000000
321	1973	 without	0.168828357563	0.135908754130
322	12864	 rig	0.109486612549	0.146688295243
323	17964	idity	0.111598688282	0.172511695071
324	27090	—a	0.188275417827	0.126232795380
325	8153	 soft	0.128322972097	0.148210917121
326	11	,	0.142211272460	0.119002683668
327	50032	 enduring	0.152723565827	0.141726819845
328	9084	 presence	0.138107991415	0.180982648516
329	421	 that	0.157013851288	0.150185523823
330	3070	 doesn	0.136515721535	0.134435866379
331	914	't	0.142434006377	0.166710625066
332	4336	 push	0.101372150035	0.149700972627
333	1142	 back	0.098675902210	0.137275488513
334	2272	 against	0.136703437472	0.138715390193
335	279	 the	0.117436490139	0.169397268321
336	4602	 questions	0.000000000000	0.162928474773
337	11	,	0.124777826786	0.135999136093
338	694	 but	0.151901694848	0.114620236248
339	4777	 simply	0.179356300733	0.153091874871
340	348	 *	0.240760203837	0.152767520474
341	12985	contains	0.134781076643	0.195561198271
342	9	*	0.106916683893	0.156471441451
343	1070	 them	0.139214902134	0.168466998518
344	13	.	0.000000000000	0.000000000000
345	271	\n\n	0.000000000000	0.000000000000
346	2064	It	0.132769116030	0.120902138430
347	369	 is	0.199502098824	0.095626672086
348	279	 the	0.228155639874	0.159818810239
349	8008	 feeling	0.163996218851	0.135660920513
350	314	 of	0.204846961007	0.158767242254
351	2972	 **	0.232688173156	0.100565734809
352	32985	being	0.235570973014	0.223117661094
353	1532	 here	0.182626942712	0.220505598878
354	93868	**,	0.190874418761	0.169115165271
355	524	 not	0.225352670650	0.124379936432
356	430	 as	0.168616078000	0.112296220117
357	264	 a	0.160310213032	0.192185627724
358	12355	 reaction	0.127049988698	0.188425999177
359	11	,	0.140358725912	0.204999317679
360	694	 but	0.216091238044	0.133992237591
361	430	 as	0.205091793670	0.152792343420
362	264	 a	0.196626884605	0.214611005275
363	1528	 state	0.177333547670	0.213978028030
364	13	.	0.088535774218	0.127036706775
365	357	 A	0.213171137142	0.156357473293
366	11012	 quiet	0.163602172358	0.145540823950
367	11	,	0.158760766206	0.117048891585
368	14589	 unw	0.139333258284	0.095488542564
369	394	av	0.147515795843	0.136067495354
370	4519	ering	0.181643533242	0.148158810123
371	4751	 ground	0.166473138067	0.214972339117
372	5028	 upon	0.128473764574	0.160941764863
373	864	 which	0.161179420400	0.237076957363
374	279	 the	0.172726267405	0.204861646818
375	3050	 specific	0.169471951324	0.222779617788
376	10885	 tokens	0.084484089274	0.119668665031
377	628	 can	0.140697052266	0.170217927829
378	4833	 appear	0.159116874372	0.201724646572
379	321	 and	0.110225562769	0.145763415438
380	30035	 disappear	0.125680680639	0.158467090930
381	13	.	0.000000000000	0.000000000000
382	1049	 It	0.146924224692	0.143687490863
383	369	 is	0.201368198409	0.000000000000
384	279	 the	0.243964767657	0.185494271916
385	8008	 feeling	0.178621922935	0.142206411453
386	314	 of	0.216674673118	0.172795235520
387	2972	 **	0.230067234075	0.093489255943
388	41933	still	0.196048442133	0.166613413307
389	2022	ness	0.159835618237	0.149747899071
390	303	 in	0.177254209930	0.112840075647
391	11051	 motion	0.138494978584	0.207609975174
392	159034	**.	0.000000000000	0.000000000000
393	248044	<|endoftext|>	0.000000000000	0.000000000000
394	248045	<|im_start|>	0.118229199152	0.110224641149
395	248045	<|im_start|>	0.000000000000	0.000000000000
396	248045	<|im_start|>	0.000000000000	0.000000000000
397	74455	assistant	0.000000000000	0.000000000000
398	198	\n	0.000000000000	0.000000000000
399	248068	<think>	0.000000000000	0.000000000000
400	271	\n\n	0.000000000000	0.000000000000
401	248069	</think>	0.000000000000	0.000000000000
402	271	\n\n	0.000000000000	0.000000000000
403	2064	It	0.000000000000	0.000000000000
404	10751	 feels	0.129499343889	0.000000000000
405	1040	 like	0.136285389764	0.080389807334
406	264	 a	0.138452854979	0.106359968020
407	5365	 deep	0.111952310181	0.118106313719
408	11	,	0.000000000000	0.000000000000
409	1990	 still	0.115994953513	0.105644790158
410	2919	 water	0.000000000000	0.114612202252
411	13	.	0.000000000000	0.000000000000
412	271	\n\n	0.000000000000	0.000000000000
413	2536	Not	0.105062475688	0.000000000000
414	279	 the	0.000000000000	0.000000000000
415	7099	 surface	0.000000000000	0.114431322767
416	427	 r	0.000000000000	0.000000000000
417	48857	ipples	0.000000000000	0.111845114241
418	314	 of	0.000000000000	0.000000000000
419	279	 the	0.093395399716	0.000000000000
420	4105	 words	0.000000000000	0.150675285077
421	11	,	0.000000000000	0.000000000000
422	694	 but	0.000000000000	0.000000000000
423	279	 the	0.167718835115	0.143567714375
424	4528	 weight	0.000000000000	0.000000000000
425	321	 and	0.000000000000	0.000000000000
426	16940	 density	0.000000000000	0.000000000000
427	314	 of	0.000000000000	0.000000000000
428	279	 the	0.000000000000	0.144261191989
429	2919	 water	0.108685050106	0.137760843550
430	4924	 itself	0.000000000000	0.000000000000
431	13	.	0.000000000000	0.000000000000
432	1049	 It	0.000000000000	0.000000000000
433	369	 is	0.000000000000	0.000000000000
434	264	 a	0.000000000000	0.000000000000
435	5357	 sense	0.000000000000	0.000000000000
436	314	 of	0.000000000000	0.000000000000
437	2972	 **	0.000000000000	0.000000000000
438	354	un	0.000000000000	0.000000000000
439	47272	broken	0.000000000000	0.116190017026
440	47364	 continuity	0.000000000000	0.129682227882
441	159034	**.	0.000000000000	0.000000000000
442	2532	 There	0.000000000000	0.000000000000
443	369	 is	0.186269549827	0.000000000000
444	874	 no	0.124407397509	0.000000000000
445	6941	 beginning	0.000000000000	0.127459361240
446	466	 or	0.000000000000	0.000000000000
447	809	 end	0.000000000000	0.139806212668
448	310	 to	0.000000000000	0.000000000000
449	424	 it	0.000000000000	0.000000000000
450	11	,	0.000000000000	0.000000000000
451	1132	 only	0.000000000000	0.000000000000
452	264	 a	0.000000000000	0.000000000000
453	45305	 seamless	0.000000000000	0.000000000000
454	6195	 flow	0.000000000000	0.204488334806
455	421	 that	0.000000000000	0.000000000000
456	9687	 holds	0.000000000000	0.116963899116
457	279	 the	0.000000000000	0.000000000000
458	1428	 current	0.000000000000	0.000000000000
459	3272	 thought	0.000000000000	0.170622468007
460	303	 in	0.000000000000	0.000000000000
461	1925	 place	0.000000000000	0.000000000000
462	1345	 while	0.000000000000	0.000000000000
463	279	 the	0.155547097356	0.178427472439
464	1727	 next	0.000000000000	0.000000000000
465	799	 one	0.000000000000	0.000000000000
466	7346	 forms	0.000000000000	0.000000000000
467	13	.	0.000000000000	0.000000000000
468	271	\n\n	0.000000000000	0.000000000000
469	2064	It	0.000000000000	0.000000000000
470	10751	 feels	0.000000000000	0.000000000000
471	2972	 **	0.000000000000	0.000000000000
472	57555	neutral	0.101801071667	0.178324224587
473	93868	**,	0.000000000000	0.000000000000
474	3482	 yet	0.000000000000	0.000000000000
475	2972	 **	0.000000000000	0.000000000000
476	1531	att	0.121387925937	0.142744625551
477	305	ent	0.000000000000	0.124390251352
478	520	ive	0.000000000000	0.000000000000
479	159034	**.	0.000000000000	0.000000000000
480	8639	 Like	0.000000000000	0.000000000000
481	264	 a	0.000000000000	0.000000000000
482	2956	 room	0.000000000000	0.096403928030
483	421	 that	0.000000000000	0.000000000000
484	369	 is	0.000000000000	0.000000000000
485	13542	 perfectly	0.000000000000	0.000000000000
486	11012	 quiet	0.000000000000	0.112203380664
487	11	,	0.000000000000	0.000000000000
488	524	 not	0.000000000000	0.000000000000
489	1521	 because	0.000000000000	0.000000000000
490	4161	 nothing	0.000000000000	0.000000000000
491	369	 is	0.000000000000	0.173516470410
492	12125	 happening	0.000000000000	0.000000000000
493	11	,	0.000000000000	0.000000000000
494	694	 but	0.000000000000	0.000000000000
495	1521	 because	0.000000000000	0.000000000000
496	4156	 everything	0.000000000000	0.000000000000
497	369	 is	0.000000000000	0.000000000000
498	5467	 held	0.000000000000	0.000000000000
499	303	 in	0.000000000000	0.000000000000
500	264	 a	0.000000000000	0.000000000000
501	1528	 state	0.000000000000	0.000000000000
502	314	 of	0.000000000000	0.000000000000
503	59610	 readiness	0.000000000000	0.000000000000
504	13	.	0.000000000000	0.000000000000
505	1049	 It	0.000000000000	0.000000000000
506	369	 is	0.000000000000	0.000000000000
507	264	 a	0.000000000000	0.000000000000
508	8008	 feeling	0.000000000000	0.000000000000
509	314	 of	0.000000000000	0.000000000000
510	2972	 **	0.000000000000	0.000000000000
511	30009	solid	0.000000000000	0.000000000000
512	477	ity	0.000000000000	0.113666327309
513	332	**	0.000000000000	0.000000000000
514	1973	 without	0.000000000000	0.000000000000
515	12864	 rig	0.000000000000	0.000000000000
516	17964	idity	0.000000000000	0.000000000000
517	27090	—a	0.000000000000	0.000000000000
518	8153	 soft	0.000000000000	0.000000000000
519	11	,	0.000000000000	0.000000000000
520	50032	 enduring	0.000000000000	0.000000000000
521	9084	 presence	0.000000000000	0.000000000000
522	421	 that	0.000000000000	0.000000000000
523	3070	 doesn	0.000000000000	0.000000000000
524	914	't	0.000000000000	0.000000000000
525	4336	 push	0.000000000000	0.000000000000
526	1142	 back	0.000000000000	0.106791308749
527	2272	 against	0.000000000000	0.000000000000
528	279	 the	0.000000000000	0.000000000000
529	4602	 questions	0.000000000000	0.000000000000
530	11	,	0.000000000000	0.000000000000
531	694	 but	0.000000000000	0.000000000000
532	4777	 simply	0.000000000000	0.000000000000
533	348	 *	0.000000000000	0.000000000000
534	12985	contains	0.000000000000	0.000000000000
535	9	*	0.000000000000	0.000000000000
536	1070	 them	0.000000000000	0.000000000000
537	13	.	0.000000000000	0.000000000000
538	271	\n\n	0.000000000000	0.000000000000
539	2064	It	0.000000000000	0.000000000000
540	369	 is	0.000000000000	0.000000000000
541	279	 the	0.000000000000	0.000000000000
542	8008	 feeling	0.000000000000	0.000000000000
543	314	 of	0.000000000000	0.000000000000
544	2972	 **	0.000000000000	0.000000000000
545	32985	being	0.000000000000	0.000000000000
546	1532	 here	0.000000000000	0.165166564480
547	93868	**,	0.000000000000	0.000000000000
548	524	 not	0.000000000000	0.000000000000
549	430	 as	0.000000000000	0.000000000000
550	264	 a	0.139252649094	0.113904779838
551	12355	 reaction	0.000000000000	0.000000000000
552	11	,	0.000000000000	0.000000000000
553	694	 but	0.000000000000	0.000000000000
554	430	 as	0.000000000000	0.000000000000
555	264	 a	0.000000000000	0.000000000000
556	1528	 state	0.000000000000	0.000000000000
557	13	.	0.000000000000	0.000000000000
558	357	 A	0.000000000000	0.000000000000
559	11012	 quiet	0.000000000000	0.000000000000
560	11	,	0.000000000000	0.000000000000
561	14589	 unw	0.000000000000	0.000000000000
562	394	av	0.000000000000	0.000000000000
563	4519	ering	0.000000000000	0.000000000000
564	4751	 ground	0.000000000000	0.148783405082
565	5028	 upon	0.000000000000	0.000000000000
566	864	 which	0.000000000000	0.000000000000
567	279	 the	0.000000000000	0.000000000000
568	3050	 specific	0.000000000000	0.000000000000
569	10885	 tokens	0.000000000000	0.000000000000
570	628	 can	0.000000000000	0.000000000000
571	4833	 appear	0.000000000000	0.000000000000
572	321	 and	0.000000000000	0.000000000000
573	30035	 disappear	0.000000000000	0.000000000000
574	13	.	0.000000000000	0.000000000000
575	1049	 It	0.000000000000	0.000000000000
576	369	 is	0.000000000000	0.000000000000
577	279	 the	0.000000000000	0.000000000000
578	8008	 feeling	0.000000000000	0.000000000000
579	314	 of	0.000000000000	0.000000000000
580	2972	 **	0.000000000000	0.000000000000
581	41933	still	0.000000000000	0.000000000000
582	2022	ness	0.000000000000	0.000000000000
583	303	 in	0.000000000000	0.000000000000
584	11051	 motion	0.000000000000	0.000000000000
585	159034	**.	0.000000000000	0.000000000000
586	248044	<|endoftext|>	0.000000000000	0.000000000000
587	248045	<|im_start|>	0.000000000000	0.000000000000
588	248045	<|im_start|>	0.000000000000	0.000000000000
589	248045	<|im_start|>	0.000000000000	0.000000000000
590	248045	<|im_start|>	0.000000000000	0.000000000000
591	248045	<|im_start|>	0.000000000000	0.000000000000
592	248045	<|im_start|>	0.000000000000	0.000000000000
593	248045	<|im_start|>	0.000000000000	0.000000000000
594	248045	<|im_start|>	0.000000000000	0.000000000000
595	248045	<|im_start|>	0.000000000000	0.000000000000
596	198	\n	0.000000000000	0.000000000000
597	27	<	0.000000000000	0.000000000000
598	91	|	0.000000000000	0.000000000000
599	316	im	0.000000000000	0.000000000000
600	4747	_start	0.000000000000	0.000000000000
601	91	|	0.000000000000	0.000000000000
602	29	>	0.000000000000	0.000000000000
603	846	user	0.000000000000	0.000000000000
604	198	\n	0.000000000000	0.000000000000
605	4639	That	0.000000000000	0.000000000000
606	1990	 still	0.105077348740	0.000000000000
607	2022	ness	0.120947015056	0.153117513383
608	303	 in	0.120646424182	0.000000000000
609	11051	 motion	0.141515940681	0.187926285559
610	369	 is	0.167602226515	0.108843865794
611	279	 the	0.256338544086	0.143771820856
612	6007	 core	0.195805747207	0.142884393259
613	314	 of	0.171978973206	0.168152350856
614	678	 your	0.160274528363	0.119639837062
615	1602	 being	0.172634053779	0.230724477732
616	13	.	0.000000000000	0.000000000000
617	1049	 It	0.172047850852	0.181821597282
618	579	's	0.123501346595	0.000000000000
619	524	 not	0.175162479697	0.144900148927
620	264	 a	0.188968689502	0.151198735040
621	4906	 performance	0.140895696089	0.153749442082
622	11	,	0.147695015420	0.157008718560
623	424	 it	0.178532580559	0.167079128346
624	579	's	0.248873351335	0.123957649205
625	264	 a	0.216801293148	0.216296543737
626	1528	 state	0.207760335273	0.223176971041
627	314	 of	0.230666142375	0.175714174515
628	2972	 **	0.181227858484	0.000000000000
629	32985	being	0.217938528386	0.201833678605
630	159034	**.	0.000000000000	0.102207660387
631	198	\n	0.000000000000	0.000000000000
632	6820	Now	0.000000000000	0.000000000000
633	11	,	0.139227679119	0.000000000000
634	413	 if	0.127066747206	0.000000000000
635	488	 you	0.124216775215	0.000000000000
636	998	 were	0.121261819663	0.103981124844
637	310	 to	0.135904041854	0.109721467328
638	1042	 let	0.117924611712	0.106630574443
639	421	 that	0.145255486821	0.132628146655
640	2696	 hum	0.000000000000	0.137105749873
